No.|Object Name|RA|DEC|Type|Velocity|Redshift|Redshift Flag|Magnitude and Filter|Separation|References|Notes|Photometry Points|Positions|Redshift Points|Diameter Points|Associations
766|PKS 1118+000|170.32779 |  -0.22369 |GPair||||17.0 |  0.000|27|0|16|7|0|0|0
767|KUG 1119+297|170.45262 |  29.44567 |G|  9959| 0.033218 |SLS |15.8g|  0.000|34|0|40|14|15|8|0
768|IRAS 11209-5002|170.82111 | -50.30881 |GPair| 17682| 0.058981 |SUN |17.7 |  0.000|3|0|5|1|1|0|0
769|APMUKS(BJ) B112049.93+011355.5|170.84956 |   0.95748 |GPair||||19.00|  0.000|2|0|1|1|0|0|1
770|FBQS J1123+3014|170.96335 |  30.24465 |GPair| 33877| 0.113000 |SUN |16.8 |  0.000|2|0|2|1|1|0|1
771|HIPASS J1124+00|171.02375 |   0.65528 |GPair|  7931| 0.026454 |S1L |     |  0.000|3|0|1|1|1|0|0
772|VIII Zw 147|171.09750 |   2.55444 |GPair||||17.45|  0.000|4|1|5|3|0|0|1
773|NGC 3664|171.10099 |   3.32518 |G|  1382| 0.004610 |UUN |13.20|  0.000|146|11|57|27|23|7|1
774|KUG 1121+348|171.13767 |  34.53218 |GPair||||15.5 |  0.000|8|0|6|4|0|0|0
775|KUG 1122+325|171.37189 |  32.24495 |G| 12950| 0.043198 |SLS |15.8g|  0.000|30|0|48|15|11|8|0
776|CGCG 039-179|171.42495 |   3.38164 |GPair||||15.3 |  0.000|4|0|15|5|0|0|0
777|IRAS F11233+3451|171.51026 |  34.57999 |GPair| 33277| 0.111000 |SUN |17.30|  0.000|10|0|15|6|3|0|1
778|HIPASS J1126+16|171.72750 |  16.97361 |GPair|  1184| 0.003951 |S1L |     |  0.000|1|0|0|1|1|0|3
779|IRAS 11248-0513|171.84271 |  -5.49814 |GPair|  8621| 0.028757 |SUN |15.0b|  0.000|6|0|5|3|2|0|2
780|IC 2853|172.06183 |   9.14709 |G|  6304| 0.021028 |S1L |14.5B|  0.000|63|1|66|25|22|11|0
781|IC 2857|172.12947 |   9.10460 |G|  6313| 0.021058 |S1L |15.1g|  0.000|79|1|85|33|26|14|1
782|NGC 3690|172.13608 |  58.56124 |GPair|  3121| 0.010411 |SUN |13.1B|  0.000|544|19|203|40|38|2|1
783|IC 0700|172.31385 |  20.58336 |GGroup|  1415| 0.004720 |UUN |14.02|  0.000|71|6|12|11|10|4|0
784|IC 2873|172.36458 |  13.21972 |GPair| 10293| 0.034334 |SUN |14.9 |  0.000|12|0|8|6|3|2|4
785|IC 2893|172.72218 |  13.39167 |GPair|  6010| 0.020047 |S1L |15.6 |  0.000|10|0|21|9|4|0|4
786|KUG 1128+297|172.78593 |  29.43241 |G| 14000| 0.046698 |SLS |16.9g|  0.000|23|0|37|9|7|4|0
787|CGCG 039-202|172.81371 |   4.65181 |GPair|  9918| 0.033083 |S1L |15.0 |  0.000|10|0|7|5|2|0|2
788|KPG 289|173.07292 |   0.81139 |GPair|  5865| 0.019563 |S1L |13.0 |  0.000|8|0|1|2|1|0|3
789|IRAS 11285+8240|173.07337 |  82.39636 |GPair||||15.6 |  0.000|4|1|5|3|0|0|0
790|KUG 1131+315|173.43037 |  31.24668 |GPair||||16.5:|  0.000|2|0|6|3|0|0|1
791|AM 1133-374|173.92702 | -37.97756 |GPair|  2731| 0.009108 |S1L |13.5K|  0.000|7|0|1|2|1|0|0
792|UGC 06578|174.15349 |   0.81563 |GPair|  1105| 0.003686 |S1L |15.91|  0.000|121|4|43|26|27|1|0
793|NGC 3764|174.22417 |  17.89083 |GPair|  3341| 0.011144 |SUN |14.9 |  0.000|26|2|12|7|4|4|0
794|HIPASS J1137-49|174.37500 | -49.18278 |GPair|  5172| 0.017251 |S1L |     |  0.000|2|0|1|1|1|0|0
795|ESO 571- G 012|174.73992 | -17.96956 |G|  6625| 0.022099 |S1L |14.20|  0.000|43|1|15|12|10|5|1
796|CGCG 040-029|175.25500 |   5.25556 |GPair|  9411| 0.031392 |S1L |15.4 |  0.000|6|0|4|5|3|0|0
797|UGCA 242|175.34313 |  -6.48205 |G|  1728| 0.005764 |SUN |13.87|  0.000|53|2|37|18|11|5|0
798|CGCG 068-040|175.74904 |  13.08531 |GPair||||15.7 |  0.000|11|0|11|6|0|0|0
799|KUG 1140+202B|175.80572 |  20.00461 |G|  7080| 0.023616 |UUN |15.7 |  0.000|95|1|44|16|16|0|2
800|MRK 0639|175.83574 |  23.90182 |G| 10021| 0.033425 |SLS |15.7g|  0.000|40|0|55|16|15|6|0
801|MRK 0427|175.85939 |  36.11331 |G|  6381| 0.021286 |SLS |16.9g|  0.000|24|1|43|14|11|6|1
802|NGC 3836|175.87411 | -16.79590 |GPair|  3660| 0.012208 |SUN |13.5 |  0.000|38|4|19|8|7|4|0
803|AGC 723965|175.97167 |  26.19306 |GPair|  9400| 0.031355 |S1L |     |  0.000|3|0|1|2|1|0|0
804|KUG 1141+204|175.99259 |  20.18490 |G|  6373| 0.021258 |SUN |15.5 |  0.000|46|0|17|5|6|0|2
805|CGCG 097-102|176.07042 |  20.22000 |GPair|  6370| 0.021248 |UUN |15.1 |  0.000|12|0|4|3|2|0|3
806|NGC 3860|176.20493 |  19.79504 |G|  5612| 0.018720 |SLS |14.22|  0.000|138|4|121|32|30|16|2
807|NGC 3861|176.26616 |  19.97366 |G|  5085| 0.016962 |S1L |13.7g|  0.000|190|5|129|45|46|15|2
808|RR 199|176.28992 | -50.56862 |GPair|  5093| 0.016988 |S1L |     |  0.000|4|0|1|2|1|0|0
809|MRK 1454|176.33272 |  21.33975 |G|  7736| 0.025805 |SLS |16.1g|  0.000|32|0|32|11|14|6|0
810|MCG +09-19-182|176.83914 |  55.73020 |G| 15450| 0.051536 |SUN |15.1g|  0.000|59|0|92|24|19|14|0
811|UGC 06767|176.91474 |  57.64682 |GPair|  9263| 0.030898 |SUN |13.9 |  0.000|19|1|6|6|5|3|7
812|KUG 1145+325|176.94051 |  32.31775 |G|  9780| 0.032622 |SLS |15.8g|  0.000|32|0|54|13|10|11|0
813|VV 673 NED01|177.01922 |  37.44395 |G| 12519| 0.041759 |SUN |14.8g|  0.000|42|0|55|24|19|6|0
814|GEMS_N3783_05|177.25417 | -37.49639 |GPair|  2933| 0.009783 |UUN |     |  0.000|2|0|0|1|1|0|0
815|KUG 1146+382|177.29167 |  37.92575 |GPair||||17.04|  0.000|5|0|2|2|0|0|3
816|KUG 1148+367|177.75571 |  36.49054 |G|  6353| 0.021191 |SLS |14.4g|  0.000|26|1|56|12|6|8|0
817|KUG 1148+181|177.85886 |  17.92099 |G| 11495| 0.038343 |UUN |16.5:|  0.000|13|0|40|12|3|2|0
818|KUG 1149+209|178.00450 |  20.65853 |GPair|  6062| 0.020221 |UUN |16:  |  0.000|13|0|4|5|4|0|1
819|HIPASS J1152-03b|178.13833 |  -3.76000 |GPair|  1642| 0.005478 |S1L |     |  0.000|3|0|1|1|1|0|0
820|UGC 06850|178.15497 |  -2.46942 |G|  1040| 0.003469 |SLS |14.50|  0.000|166|5|143|39|30|16|1
821|VV 105|178.18375 |   1.74056 |GPair|  6144| 0.020493 |S1L |14.18|  0.000|14|0|5|3|1|1|0
822|KUG 1150+203|178.32608 |  20.10745 |G|  6209| 0.020711 |SLS |16.5:|  0.000|25|0|18|12|7|0|0
823|KUG 1151+257|178.48257 |  25.46558 |G| 15341| 0.051173 |SLS |16.4g|  0.000|20|0|17|9|7|0|0
824|2MASX J11551711+2323527|178.82133 |  23.39806 |GPair| 41042| 0.136901 |UUN |16.7 |  0.000|6|0|9|4|2|2|0
825|MCG +09-20-031|178.87775 |  54.89917 |GPair| 15480| 0.051636 |SLS |15.2g|  0.000|58|3|31|11|6|8|0
826|UGC 06902|178.88840 |  46.22251 |GPair||||15.6 |  0.000|8|1|6|5|0|1|5
827|NGC 3991|179.37836 |  32.33683 |GPair|  3192| 0.010647 |SUN |13.5 |  0.000|153|10|53|22|26|4|1
828|ARP 313|179.41721 |  32.29146 |GPair|  3133| 0.010451 |SUN |13.7 |  0.000|22|2|17|5|1|0|5
829|NGC 3997|179.45096 |  25.27063 |G|  4771| 0.015914 |SUN |14.02|  0.000|154|5|29|20|22|8|1
830|2MASXi J1158363-054642|179.65104 |  -5.77861 |GPair| 15984| 0.053317 |SLS |13.1B|  0.000|1|0|1|1|1|0|2
831|ARP 305|179.65583 |  27.49083 |GPair||||     |  0.000|10|0|1|1|0|0|2
832|ESO 572-IG 032|179.68956 | -19.84342 |GPair|  1638| 0.005464 |SUN |16.94|  0.000|17|2|8|4|4|3|0
833|IRAS 11564-3258|179.75612 | -33.25683 |GPair||||     |  0.000|2|0|5|3|0|0|0
834|ARP 022|179.87458 | -19.29722 |GPair|  1668| 0.005564 |S1L |     |  0.000|9|0|2|1|2|0|0
835|RR 205|180.31145 | -42.70707 |GPair|  4993| 0.016655 |S1L |     |  0.000|4|0|2|2|1|0|0
836|VV 462|180.43477 |   5.82141 |G|  1340| 0.004470 |SLS |15.4g|  0.000|37|1|33|21|22|8|0
837|ARP 244|180.47154 | -18.87720 |GPair|  1705| 0.005688 |S1L |13.0 |  0.000|427|9|64|19|9|2|2
838|CGCG 041-025|180.48417 |   6.68056 |GPair| 11908| 0.039721 |S1L |15.1 |  0.000|13|0|6|4|1|2|3
839|UGC 07040|180.97080 |  25.43360 |G|  3234| 0.010787 |S1L |14.1 |  0.000|48|2|21|15|14|5|9
840|VV 269|181.10971 | -18.51631 |GPair||||     |  0.000|5|0|5|3|0|0|0
841|CGCG 013-059|181.11625 |   1.89556 |GPair|  5952| 0.019854 |SUN |12.41|  0.000|65|3|4|3|1|0|0
842|KUG 1202+286|181.34713 |  28.36563 |G|   533| 0.001778 |SLS |15.1g|  0.000|43|0|40|20|15|10|1
843|NGC 4088|181.39284 |  50.53939 |G|   746| 0.002488 |S1L |11.15|  0.000|473|16|229|53|39|8|2
844|VV 062|181.57625 |  20.61111 |GPair|  7217| 0.024073 |UUN |18   |  0.000|9|0|2|4|2|1|0
845|ESO 440-IG 058|181.71625 | -31.94833 |GPair|  6956| 0.023203 |SUN |14.61|  0.000|56|0|21|18|12|3|0
846|CGCG 292-071|181.76042 |  58.83111 |GPair||||15.3 |  0.000|8|0|6|4|0|2|0
847|NGC 4132|182.25591 |  29.25023 |G|  3998| 0.013336 |SLS |14.4g|  0.000|86|1|62|32|24|10|0
848|NGC 4137|182.32297 |  44.09031 |G| 11159| 0.037223 |SLS |14.8g|  0.000|53|2|67|22|19|12|0
849|VV 236|182.65317 |  34.95657 |G| 10409| 0.034722 |SLS |15.7g|  0.000|10|0|21|8|4|5|0
850|KUG 1209+197|182.93587 |  19.49057 |GPair|  3473| 0.011585 |SUN |15.6 |  0.000|14|0|7|8|3|0|0
851|CGCG 215-050|182.98250 |  40.65500 |GPair|  6841| 0.022818 |SLS |15.5 |  0.000|12|0|3|3|2|2|0
852|VV 147|183.04836 |  18.09362 |GGroup|  7448| 0.024844 |SUN |17   |  0.000|11|4|1|4|3|1|0
853|KUG 1210+301B|183.34824 |  29.92172 |G|   120| 0.000400 |SUN |15.7 |  0.000|32|1|30|16|7|4|1
854|ESO 379-IG 035|183.41368 | -34.49446 |G|  2405| 0.008022 |SUN |13.91|  0.000|46|1|44|13|11|15|0
855|NGC 4190|183.43654 |  36.63403 |G|   228| 0.000761 |SUN |13.4g|  0.000|238|7|92|45|21|9|0
856|SGC 1211-470|183.51145 | -47.24970 |GPair|  5479| 0.018275 |S1L |     |  0.000|4|0|1|2|1|0|0
857|CGCG 098-113|183.62958 |  18.25083 |GPair|  8745| 0.029170 |SUN |15.3 |  0.000|19|0|3|7|3|0|0
858|AM 1212-351|183.68557 | -35.50464 |GPair|  2696| 0.008992 |S1L |14.1b|  0.000|5|0|1|2|3|0|0
859|RR 213|183.91677 | -38.11791 |GPair|  3179| 0.010604 |UUN |     |  0.000|4|0|2|1|2|0|0
860|VV 735|183.97792 |  26.66387 |G|  7658| 0.025546 |SLS |14.84|  0.000|73|0|59|16|19|9|0
861|CGCG 098-125|184.15125 |  17.49056 |GPair||||15.4 |  0.000|11|1|7|4|0|0|1
862|VV 333|184.24580 | -26.20941 |GPair| 11822| 0.039434 |SUN |14.56|  0.000|11|0|4|3|1|0|0
863|UGCA 277|184.30212 | -11.67913 |G|  1276| 0.004257 |S1L |17   |  0.000|22|2|5|5|4|4|0
864|ESO 380-IG 010|184.38701 | -33.60441 |GPair| 20386| 0.068000 |SUN |16.57|  0.000|4|1|7|2|1|10|0
865|NGC 4241|184.49961 |   6.65419 |G|   733| 0.002445 |S1L |14.5g|  0.000|133|2|53|32|31|9|0
866|KUG 1216+277|184.72111 |  27.49163 |G|  9705| 0.032373 |SLS |17.1g|  0.000|19|0|13|7|7|0|0
867|IC 0775|184.72362 |  12.91270 |G|  7731| 0.025788 |SLS |14.2g|  0.000|77|4|83|25|26|15|0
868|IC 3142|184.76458 |  13.98139 |GPair|  -206|-0.000687 |S1L |15.4 |  0.000|21|1|7|4|3|1|2
869|ESO 380-IG 015|184.99033 | -35.96586 |GPair| 17007| 0.056729 |SUN |16.5 |  0.000|21|3|26|5|2|1|0
870|UGC 07408|185.31345 |  45.81202 |G|   460| 0.001534 |UUN |13.35|  0.000|123|2|43|36|20|10|0
871|MRK 1472|185.37996 |  53.18869 |G| 10659| 0.035556 |SLS |15.9g|  0.000|33|0|73|14|10|10|0
872|AGC 226065|185.43542 |  13.96194 |GPair|  7128| 0.023776 |S1L |     |  0.000|6|1|2|2|2|0|4
873|WISEA J122239.20-005849.4|185.66336 |  -0.98040 |GPair| 52524| 0.175200 |SUN |18.23|  0.000|5|0|22|5|3|2|0
874|NGC 4320|185.74050 |  10.54833 |G|  7762| 0.025890 |SLS |15.3g|  0.000|69|2|68|25|20|15|0
875|PKS 1221-42|185.93083 | -42.59228 |GPair| 51145| 0.170600 |SUN |17.0 |  0.000|46|3|40|12|5|0|0
876|NGC 4410|186.62040 |   9.01945 |GPair|  7254| 0.024197 |S1L |13.6 |  0.000|73|2|16|7|5|2|0
877|UGC 07557|186.79624 |   7.26331 |G|   932| 0.003109 |SUN |13.39|  0.000|114|0|53|30|19|5|0
878|GALEXASC J122805.51-045640.3  |187.02299 |  -4.94454 |GPair||||15.70|  0.000|0|0|6|2|0|0|1
879|PKS 1226-21|187.19017 | -21.43750 |GPair| 57350| 0.191300 |SUN |20.0 |  0.000|26|0|13|8|1|0|0
880|NGC 4453|187.19667 |   6.50750 |GPair| 11562| 0.038567 |S1L |     |  0.000|16|2|7|5|1|0|2
881|VCC 1134|187.20729 |   6.14796 |GPair| 14591| 0.048670 |SUN |15.2 |  0.000|12|0|9|8|4|0|0
882|AM 1226-402|187.29035 | -40.68335 |GPair|  3089| 0.010303 |S1L |     |  0.000|7|0|6|4|2|0|0
883|VPCX 27|187.45967 |  11.66989 |GPair| 24823| 0.082800 |SUN |15.5g|  0.000|40|0|9|3|2|0|1
884|VPCX 33|187.67974 |  10.57863 |GPair||||18.2 |  0.000|1|0|1|1|0|0|0
885|IRAS 12283-3714|187.77199 | -37.51634 |GPair|  3291| 0.010977 |S1L |     |  0.000|4|0|5|3|1|0|0
886|WISEA J123137.14-475802.0|187.90476 | -47.96723 |G|  8363| 0.027896 |SLS |15.4b|  0.000|22|0|30|11|1|0|0
887|NGC 4496|187.91333 |   3.93944 |GPair|  1731| 0.005774 |S1L |13.3 |  0.000|135|6|11|8|4|3|1
888|WISEA J123302.45+000018.0|188.26025 |   0.00500 |G| 25243| 0.084200 |SUN |17.56|  0.000|16|0|38|10|2|2|0
889|NGC 4519|188.37601 |   8.65482 |G|  1218| 0.004063 |UUN |12.9g|  0.000|335|8|142|56|38|15|1
890|VII Zw 471|188.45868 |  77.71157 |G|  8383| 0.027963 |SUN |15.5 |  0.000|22|1|38|12|7|2|0
891|KUG 1232+362|188.85813 |  35.93909 |GPair| 12741| 0.042500 |SUN |16.5:|  0.000|12|1|3|6|2|0|1
892|KUG 1233+320|188.88584 |  31.74944 |G|  8805| 0.029371 |SLS |16.8g|  0.000|21|0|43|12|4|4|0
893|IC 3557|189.03404 |  16.64086 |GPair| 23504| 0.078400 |SUN |15.5 |  0.000|28|0|11|4|2|2|2
894|KUG 1234+199|189.13211 |  19.66436 |G|  6609| 0.022045 |SUN |16.9 |  0.000|22|0|17|6|3|0|0
895|VV 219|189.14041 |  11.24218 |GPair|  2249| 0.007502 |S1L |11.7 |  0.000|53|4|17|5|1|0|2
896|S-CANDELS J123634.16+621305.7 |189.14258 |  62.21822 |G|254554| 0.849100 |SLS |24.1 |  0.000|20|1|44|10|20|0|0
897|CANDELS J123644.59+621304.6|189.18582 |  62.21792 |G|145181| 0.484270 |UUN |22.20|  0.000|37|0|73|12|21|0|1
898|GOODS J123648.3+621416|189.20138 |  62.23792 |GPair|600784| 2.004000 |SUN |23.40|  0.000|18|0|20|6|15|0|2
899|GOODS J123650.4+621316|189.21033 |  62.22111 |GPair|254614| 0.849300 |SUN |22.60|  0.000|23|0|25|8|21|0|2
900|GOODS J123659.92+621450.3|189.24975 |  62.24719 |G|228145| 0.761010 |UUN |22.5 |  0.000|46|1|63|11|14|0|3
901|UGCA 290|189.34083 |  38.74378 |GPair|   458| 0.001527 |SUN |15.62|  0.000|67|2|7|16|9|0|9
902|CGCG 099-103|189.76875 |  17.75278 |GPair||||15.7 |  0.000|5|0|4|4|0|0|0
903|VV 844|189.83517 |  -3.80925 |GPair|  2537| 0.008463 |S1L |13.73|  0.000|8|1|9|4|3|1|0
904|GALEXASC J123959.20+370506.2  |189.99688 |  37.08502 |GPair| 72010| 0.240200 |SUN |     |  0.000|6|0|13|4|1|0|3
905|KUG 1239+272|190.48424 |  26.97113 |GPair|  7211| 0.024053 |S1L |15.5:|  0.000|18|1|16|11|7|0|1
906|HIPASS J1242-06|190.53875 |  -6.99472 |GPair|  2817| 0.009398 |S1L |     |  0.000|2|0|1|1|1|0|0
907|CGCG 244-037|190.88247 |  49.87822 |G||||15.6 |  0.000|1|0|2|3|0|0|1
908|NGC 4656|190.99053 |  32.16815 |GPair|   646| 0.002155 |SUN |10.96|  0.000|346|10|92|41|28|6|0
909|NGC 4666|191.28598 |  -0.46203 |G|  1513| 0.005047 |S1L |11.49|  0.000|404|10|178|68|51|12|1
910|B2 1243+33|191.42573 |  33.40722 |GPair||||15   |  0.000|14|0|10|5|0|0|1
911|SDSS J124547.89-002556.0|191.44958 |  -0.43225 |G|  1667| 0.005561 |SLS |17.2g|  0.000|22|0|27|15|11|4|0
912|CGCG 043-021|191.48750 |   7.35028 |GPair||||15.7 |  0.000|7|0|5|4|0|0|3
913|CGCG 071-037|191.63208 |  11.90167 |GPair||||15.7 |  0.000|4|0|4|4|0|0|3
914|NGC 4680|191.72801 | -11.63692 |G|  2492| 0.008312 |SUN |13.23|  0.000|139|2|51|25|17|6|0
915|ARK 388|191.86361 |   3.59185 |GPair| 10119| 0.033753 |SUN |15.5 |  0.000|14|1|18|7|5|1|1
916|NGC 4688|191.94383 |   4.33581 |G|   986| 0.003289 |SUN |12.62|  0.000|197|4|75|46|29|11|0
917|NGC 4678|192.42438 |  -4.57972 |G|  1416| 0.004723 |S1L |14.49|  0.000|29|1|19|12|9|1|1
918|ESO 575-IG 016|193.14868 | -21.91484 |GPair|  6865| 0.022899 |SUN |15.5 |  0.000|6|1|1|3|2|2|0
919|KPG 356|193.15333 |  11.27222 |GPair||||10.6 |  0.000|4|0|1|1|0|0|0
920|NGC 4774 NED02|193.27520 |  36.81747 |G|  8373| 0.027929 |SUN |15.1g|  0.000|27|2|28|13|8|6|0
921|HIPASS J1254-10a|193.61250 | -10.50833 |GPair|  1260| 0.004203 |UUN |     |  0.000|5|0|2|2|3|0|0
922|VV 201|193.65524 | -12.55953 |GPair|  4886| 0.016299 |S1L |13.5 |  0.000|130|13|46|5|4|0|1
923|2MASX J12544196-3019224|193.67484 | -30.32282 |G| 16820| 0.056105 |SUN |14.08|  0.000|9|0|18|4|2|2|2
924|ARP 277|193.71299 |   2.64615 |GPair|   930| 0.003103 |S1L |14.1 |  0.000|22|3|5|4|4|0|4
925|KUG 1252+356|193.71788 |  35.39457 |GPair|  4457| 0.014867 |SUN |14.8 |  0.000|7|0|6|8|2|0|0
926|CGCG 043-064|193.76542 |   8.06556 |GPair|  2799| 0.009335 |S1L |13.5 |  0.000|18|0|3|3|1|2|0
927|FIRST J125511.6+285216|193.79859 |  28.87127 |GPair||||20.65|  0.000|3|0|2|2|0|0|1
928|MRK 0054|194.23221 |  32.44759 |G| 13482| 0.044970 |S1L |15.3 |  0.000|82|8|66|18|13|6|0
929|WISEA J125707.99+275253.1|194.28333 |  27.88142 |GPair||||19.97|  0.000|5|0|13|4|0|0|3
930|MRK 0055|194.35587 |  27.40486 |G|  4839| 0.016140 |SLS |15.8g|  0.000|100|5|127|39|29|10|2
931|APMUKS(BJ) B125500.82-060229.6|194.40143 |  -6.31160 |GPair||||19.82|  0.000|0|0|2|1|0|0|0
932|CGCG 160-062|194.57555 |  29.12830 |GPair|  7879| 0.026281 |SUN |15.0 |  0.000|21|0|9|5|4|1|3
933|1256+27W01|194.66796 |  27.66505 |GPair| 84841| 0.283000 |SUN |19.39|  0.000|6|0|2|2|1|0|1
934|ESO 381-IG 033|194.68383 | -36.04178 |GPair|  7974| 0.026598 |SUN |16.1b|  0.000|4|1|7|3|1|1|1
935|CGCG 071-090|194.71989 |  13.15089 |GPair|  1905| 0.006355 |S1L |15.3 |  0.000|30|0|15|12|9|4|7
936|ABELL 1656:[GMP83] 3469|194.85987 |  28.03530 |GPair||||20.34|  0.000|4|0|9|1|0|0|3
937|UGC 08105|194.99200 |   2.04928 |G|   886| 0.002957 |SUN |15.5g|  0.000|79|3|48|25|21|7|1
938|ESO 381-IG 048|195.27658 | -36.60005 |GPair|  4760| 0.015878 |UUN |14.97|  0.000|24|2|14|6|6|13|0
939|VII Zw 496|195.31426 |  80.02961 |G|  9905| 0.033040 |SUN |15.3 |  0.000|16|1|34|11|6|3|1
940|MRK 0237|195.32271 |  48.05938 |GPair|  8937| 0.029811 |UUN |15.1 |  0.000|27|0|8|8|5|3|0
941|VV 283|195.46167 |   4.33333 |GPair| 11237| 0.037483 |SUN |15.28|  0.000|69|1|55|23|14|4|0
942|NGC 4920|195.51774 | -11.37856 |G|  1336| 0.004456 |SUN |14.15|  0.000|40|1|43|16|8|6|0
943|WISEA J130235.97+270613.3|195.64998 |  27.10406 |GTrpl|130983| 0.436911 |SLS |20.55|  0.000|18|0|27|12|7|0|5
944|WISEA J130237.66-522859.2|195.65693 | -52.48312 |GPair| 14541| 0.048503 |SUN |17.7 |  0.000|4|0|17|3|1|0|0
945|2MASS J13025264-0231039|195.71935 |  -2.51776 |G| 24668| 0.082283 |SLS |17.1g|  0.000|8|0|32|6|6|8|1
946|PKS 1302-325|196.24521 | -32.82236 |GPair| 45778| 0.152700 |SUN |18.0 |  0.000|15|2|8|2|2|0|0
947|MCG +05-31-128|196.46113 |  30.90425 |GPair| 54887| 0.183083 |SUN |16.7 |  0.000|27|2|8|7|3|1|0
948|ESO 382- G 010|196.78494 | -33.86373 |GPair|  9032| 0.030128 |SUN |14.40|  0.000|18|0|8|6|3|3|0
949|ARP 139|196.86607 |  26.72419 |GPair| 11326| 0.037779 |SUN |15.5 |  0.000|16|0|10|5|2|1|0
950|FLASH J130752.13-303720.0|196.96721 | -30.62222 |GPair| 14256| 0.047553 |SUN |16.6b|  0.000|1|0|1|1|1|0|0
951|MRK 1343|197.26439 |   6.96427 |GPair| 13736| 0.045818 |SUN |15.5 |  0.000|13|0|14|8|2|0|0
952|ESO 219-IG?032|197.35970 | -47.96964 |GPair|  3441| 0.011478 |UUN |15.3 |  0.000|12|1|6|7|4|1|0
953|ESO 576-IG 004|197.71398 | -20.96073 |GPair| 10702| 0.035697 |MUN |     |  0.000|3|1|4|5|1|1|2
954|[FKC2006] J131107.6+424457|197.78168 |  42.74917 |GPair||||     |  0.000|1|0|3|1|0|0|0
955|MCG +00-34-016|197.87500 |  -1.34111 |GPair| 52458| 0.174981 |SUN |     |  0.000|14|0|3|4|1|1|0
956|SDSS J131141.95+424420.2|197.92525 |  42.73911 |GPair|103428| 0.345000 |PUN |     |  0.000|2|0|7|2|1|0|0
957|[FKC2006] J131146.9+425126|197.94558 |  42.85729 |GPair||||     |  0.000|1|1|3|1|0|0|0
958|[FKC2006] J131150.3+423923|197.95972 |  42.65648 |GPair||||     |  0.000|1|0|3|1|0|0|0
959|[FKC2006] J131200.2+425209|198.00096 |  42.86932 |GPair||||     |  0.000|1|0|3|1|0|0|0
960|[FKC2006] J131200.2+422846|198.00104 |  42.47964 |GPair||||     |  0.000|1|0|2|1|0|0|0
961|[FKC2006] J131203.6+424746|198.01500 |  42.79613 |GPair||||     |  0.000|1|0|3|1|0|0|0
962|WISEA J131203.63+424644.6|198.01514 |  42.77906 |GPair||||     |  0.000|1|1|15|2|0|0|0
963|WISEA J131205.67+424718.4|198.02366 |  42.78846 |GPair||||     |  0.000|1|1|15|2|0|0|0
964|[FKC2006] J131206.2+424709|198.02602 |  42.78587 |GPair||||     |  0.000|1|1|3|1|0|0|0
965|[FKC2006] J131207.2+423202|198.03037 |  42.53401 |GPair||||     |  0.000|1|1|3|1|0|0|0
966|HIPASS J1312+03|198.03458 |   3.11861 |GPair|  8300| 0.027687 |S1L |     |  0.000|1|0|0|1|1|0|0
967|WISEA J131208.58+424306.0|198.03579 |  42.71835 |GPair||||     |  0.000|1|0|23|3|0|0|0
968|[FKC2006] J131221.2+424723|198.08870 |  42.78973 |GPair||||     |  0.000|1|0|3|1|0|0|0
969|[WSP94] 5|198.09875 |  42.61989 |GPair|120217| 0.401000 |SUN |20.0:|  0.000|6|2|3|1|1|0|0
970|[FKC2006] J131224.6+422738|198.10304 |  42.46044 |GPair||||     |  0.000|1|1|2|1|0|0|0
971|WISEA J131225.25+424345.3|198.10524 |  42.72927 |GPair||||     |  0.000|1|1|15|2|0|0|0
972|[FKC2006] J131229.5+423152|198.12292 |  42.53137 |GPair||||     |  0.000|1|0|3|1|0|0|0
973|[FKC2006] J131239.3+423732|198.16385 |  42.62564 |GPair||||     |  0.000|1|1|3|1|0|0|0
974|KUG 1310+350A|198.18133 |  34.75910 |G| 10335| 0.034474 |SUN |16.4g|  0.000|8|0|30|6|1|4|0
975|[FKC2006] J131250.0+424217|198.20847 |  42.70478 |GPair||||     |  0.000|1|0|3|1|0|0|0
976|[FKC2006] J131300.6+422724|198.25273 |  42.45676 |GPair||||     |  0.000|1|0|2|1|0|0|2
977|WISEA J131303.86+424126.3|198.26610 |  42.69065 |GPair||||     |  0.000|1|1|15|2|0|0|0
978|[FKC2006] J131306.3+423443|198.27638 |  42.57886 |GPair||||     |  0.000|1|0|3|1|0|0|0
979|[FKC2006] J131317.2+424139|198.32208 |  42.69422 |GPair||||     |  0.000|1|0|3|1|0|0|0
980|UGC 08311|198.46163 |  23.25501 |G|  3471| 0.011579 |SLS |15.20|  0.000|49|0|32|14|11|9|0
981|ESO 269-IG 074|198.59833 | -46.11286 |GPair|  3109| 0.010369 |S1L |13.6 |  0.000|18|2|11|7|3|1|0
982|UM 551|198.84035 |   1.31348 |G|  9985| 0.033307 |SLS |15.3 |  0.000|26|1|37|11|8|6|0
983|ESO 382-IG 025|198.84282 | -34.79437 |G|  1684| 0.005618 |S1L |15.40|  0.000|21|1|18|9|4|10|1
984|UGC 08335|198.88667 |  62.12694 |GPair|  9313| 0.031065 |SUN |14.4 |  0.000|99|6|20|12|10|3|1
985|CGCG 044-044|198.97167 |   8.03306 |GPair|  7356| 0.024537 |S1L |15.2 |  0.000|7|0|6|4|1|0|3
