No.|Object Name|RA|DEC|Type|Velocity|Redshift|Redshift Flag|Magnitude and Filter|Separation|References|Notes|Photometry Points|Positions|Redshift Points|Diameter Points|Associations
5918|WISEA J233319.04+292554.3|353.32937 |  29.43176 |QSO|901839| 3.008210 |SLS |     |  0.000|4|0|12|2|1|0|0
5919|WISEA J233353.51+001943.3|353.47288 |   0.32854 |*|899378| 3.000000 |PUN |20.3g|  0.000|2|0|25|5|1|4|0
5920|WISEA J233405.75+073128.7|353.52404 |   7.52471 |QSO|909141| 3.032567 |SLS |     |  0.000|0|0|12|2|1|0|0
5922|WISEA J233418.25+221323.5|353.57582 |  22.22347 |QSO|910235| 3.036216 |SLS |     |  0.000|3|0|12|2|1|0|0
5924|WISEA J233500.40+133518.4|353.75184 |  13.58840 |*|906066| 3.022310 |SLS |20.0g|  0.000|0|0|21|5|2|4|0
5925|WISEA J233506.28+042849.5|353.77649 |   4.48051 |QSO|900831| 3.004850 |SLS |     |  0.000|4|0|12|2|1|0|0
5926|WISEA J233517.25+130527.7|353.82198 |  13.09109 |QSO|912548| 3.043933 |SLS |     |  0.000|3|0|12|2|1|0|0
5927|WISEA J233520.49+333457.1|353.83566 |  33.58271 |QSO|901304| 3.006426 |SLS |     |  0.000|3|0|12|2|1|0|0
5928|WISEA J233608.16-003111.5|354.03432 |  -0.51986 |UvES|899378| 3.000000 |PUN |20.8r|  0.000|6|0|25|5|3|4|0
5929|WISEA J233614.56+224115.1|354.06066 |  22.68755 |QSO|910897| 3.038426 |SLS |     |  0.000|3|0|12|2|1|0|0
5930|WISEA J233632.07+233608.8|354.13373 |  23.60237 |QSO|907461| 3.026965 |SLS |     |  0.000|3|0|12|2|1|0|0
5931|WISEA J233636.88+114058.8|354.15378 |  11.68325 |QSO|902110| 3.009115 |SLS |     |  0.000|3|0|12|2|1|0|0
5933|WISEA J233652.80+114111.2|354.22000 |  11.68648 |QSO|907864| 3.028307 |SLS |     |  0.000|0|0|12|2|1|0|0
5934|PHz G071.87-66.43|354.37500 | -11.20490 |RadioS|908371| 3.030000 |PUN |     |  0.000|1|0|4|1|1|0|0
5935|WISEA J233825.85-091001.6|354.60769 |  -9.16709 |*|912868| 3.045000 |PUN |21.0g|  0.000|1|0|17|2|1|4|0
5936|WISEA J233829.28-005934.8|354.62210 |  -0.99275 |*|906605| 3.024107 |SLS |21.4g|  0.000|9|0|17|5|5|4|0
5937|WISEA J233850.05+041457.4|354.70854 |   4.24939 |QSO|906019| 3.022152 |SLS |     |  0.000|0|0|12|2|1|0|0
5938|WISEA J233854.86+211849.6|354.72866 |  21.31359 |QSO|908769| 3.031325 |SLS |     |  0.000|4|0|12|2|1|0|0
5939|WISEA J233905.34+303511.1|354.77224 |  30.58631 |QSO|913470| 3.047008 |SLS |     |  0.000|3|0|12|2|1|0|0
5940|FBQS J2339+0030|354.87505 |   0.50482 |QSO|913216| 3.046160 |SLS |18.9g|  0.000|59|0|52|24|30|8|0
5941|WISEA J233934.74+234906.3|354.89481 |  23.81847 |QSO|909398| 3.033426 |SLS |     |  0.000|4|0|12|2|1|0|0
5942|WISEA J234022.43+320650.4|355.09332 |  32.11402 |QSO|899988| 3.002038 |SLS |     |  0.000|4|0|12|2|1|0|0
5944|WISEA J234048.08-100050.8|355.20036 | -10.01415 |*|912868| 3.045000 |PUN |21.1g|  0.000|2|0|17|2|1|4|0
5945|WISEA J234148.21-005647.6|355.45091 |  -0.94689 |G|911369| 3.040000 |PUN |22.1g|  0.000|1|0|27|3|1|4|0
5946|WISEA J234150.00+144906.0|355.45836 |  14.81835 |QSO|906563| 3.023968 |SLS |19.1g|  0.000|38|0|38|11|16|8|0
5950|WISEA J234437.33+244025.3|356.15555 |  24.67364 |QSO|904192| 3.016058 |SLS |     |  0.000|3|0|12|2|1|0|0
5951|WISEA J234508.93+205011.1|356.28727 |  20.83644 |QSO|911519| 3.040501 |SLS |     |  0.000|0|0|12|2|1|0|0
5952|WISEA J234547.90+002419.0|356.44938 |   0.40545 |*|913085| 3.045722 |SLS |22.2g|  0.000|2|0|17|4|2|4|0
5953|WISEA J234614.26+142022.1|356.55945 |  14.33950 |QSO|904089| 3.015716 |SLS |19.6g|  0.000|37|0|38|11|17|8|0
5954|WISEA J234627.57-100944.8|356.61493 | -10.16250 |*|900876| 3.005000 |PUN |20.5g|  0.000|1|0|17|2|1|3|0
5955|WISEA J234628.45+324838.5|356.61854 |  32.81070 |QSO|902326| 3.009836 |SLS |     |  0.000|4|0|12|2|1|0|0
5956|WISEA J234645.68+071005.6|356.69034 |   7.16880 |QSO|904702| 3.017760 |SLS |     |  0.000|3|0|12|2|1|0|0
5957|WISEA J234702.12+102743.5|356.75875 |  10.46196 |QSO|911191| 3.039404 |SLS |     |  0.000|3|0|12|2|1|0|0
5958|WISEA J234750.28-025916.0|356.95957 |  -2.98782 |QSO|910017| 3.035489 |SLS |     |  0.000|4|0|12|2|1|0|0
5959|WISEA J234803.19-101011.7|357.01334 | -10.16981 |*|912552| 3.043946 |SLS |20.9g|  0.000|4|0|17|3|1|4|0
5960|WISEA J234839.98-015942.8|357.16672 |  -1.99521 |QSO|905700| 3.021089 |SLS |     |  0.000|7|0|12|3|3|0|0
5961|WISEA J234859.38-071314.1|357.24739 |  -7.22047 |UvS|911183| 3.039380 |SLS |     |  0.000|4|0|20|4|1|0|0
5962|WISEA J234910.67+153950.4|357.29454 |  15.66406 |*|909870| 3.035000 |PUN |22.3g|  0.000|2|0|17|2|1|4|0
5963|WISEA J234921.80+060343.2|357.34086 |   6.06202 |IrS|902375| 3.010000 |SUN |     |  0.000|3|0|14|3|1|0|0
5964|WISEA J234925.09-104900.9|357.35444 | -10.81637 |*|912868| 3.045000 |PUN |21.4g|  0.000|2|0|17|2|1|4|0
5965|HerMES J235020.1-065224|357.58368 |  -6.87346 |IrS|905373| 3.020000 |PUN |     |  0.000|3|0|3|2|2|0|0
5966|WISEA J235045.18-083135.6|357.68827 |  -8.52657 |QSO|912854| 3.044952 |SLS |     |  0.000|4|0|12|2|1|0|0
5967|UM 184|357.74093 |  -0.86930 |QSO|905631| 3.020858 |SLS |19.2g|  0.000|157|2|42|35|48|8|0
5968|WISEA J235101.75-003240.9|357.75730 |  -0.54470 |G|911309| 3.039800 |SUN |     |  0.000|1|0|12|2|1|0|0
5970|WISEA J235120.12+022722.3|357.83387 |   2.45622 |QSO|905967| 3.021979 |SLS |     |  0.000|8|0|12|3|4|0|0
5971|WISEA J235126.65+002752.6|357.86115 |   0.46501 |*|914367| 3.050000 |PUN |21.3g|  0.000|2|0|25|5|1|4|0
5972|WISEA J235218.71-013650.3|358.07793 |  -1.61344 |QSO|914227| 3.049534 |SLS |     |  0.000|7|0|12|3|3|0|0
5973|WISEA J235221.19-104617.7|358.08846 | -10.77225 |*|910427| 3.036856 |SLS |22.0g|  0.000|3|0|17|3|1|4|0
5974|WISEA J235252.04+084234.9|358.21685 |   8.70972 |QSO|908098| 3.029090 |SLS |     |  0.000|5|0|12|3|2|0|0
5975|WISEA J235256.76+135339.0|358.23651 |  13.89418 |*|908144| 3.029242 |SLS |19.2g|  0.000|4|0|17|3|1|4|0
5976|WISEA J235301.54+231637.6|358.25646 |  23.27711 |QSO|899720| 3.001141 |SLS |     |  0.000|4|0|12|2|1|0|0
5977|WISEA J235355.91+012935.4|358.48300 |   1.49310 |QSO|913317| 3.046498 |SLS |     |  0.000|9|0|12|4|5|0|0
5978|WISEA J235408.24+135751.4|358.53416 |  13.96401 |*|908170| 3.029327 |SLS |21.3g|  0.000|3|0|17|3|1|4|0
5979|WISEA J235424.28+350221.0|358.60098 |  35.03928 |QSO|902719| 3.011146 |SLS |     |  0.000|2|0|12|2|1|0|0
5980|WISEA J235512.99-083345.0|358.80427 |  -8.56245 |QSO|908635| 3.030881 |SLS |     |  0.000|3|0|12|2|1|0|0
5981|WISEA J235549.09+032011.1|358.95454 |   3.33642 |VisS|912933| 3.045216 |SLS |20.6R|  0.000|11|0|13|6|5|0|0
5982|WISEA J235553.48+305641.6|358.97295 |  30.94486 |QSO|902907| 3.011772 |SLS |     |  0.000|3|0|12|2|1|0|0
5983|WISEA J235708.96+155407.4|359.28734 |  15.90188 |*|902231| 3.009517 |SLS |20.8g|  0.000|0|0|17|3|1|4|0
5984|WISEA J235714.46+075856.1|359.31041 |   7.98165 |QSO|910894| 3.038416 |SLS |     |  0.000|3|0|12|2|1|0|0
5985|WISEA J235741.57+030729.8|359.42319 |   3.12488 |QSO|911118| 3.039163 |SLS |     |  0.000|7|0|12|3|3|0|0
